,Topic_Num,Topic_Perc_Contrib,Keywords,Representative Text
0,0.0,0.9824000000953674,"time, yesterday, world, marriage, language, bet, happiness, eww, hell, thank","['name', 'fact', 'ball', 'court', 'know', 'voice', 'night', 'stuff', 'sandwich', 'meatball', 'sub', 'thank', 'one', 'subway', 'people', 'mail', 'statement', 'dollar', 'deal', 'mine', 'pair', 'shoe', 'step', 'mine', 'mine', 'enjoy', 'debt', 'year', 'drink', 'dear', 'attention', 'error', 'account', 'dollar', 'inconvenience', 'hope', 'football', 'phone', 'gift', 'dollar', 'football', 'phone', 'man', 'nursery', 'man', 'smile', 'shoe', 'cause', 'dollar', 'football', 'phone', 'know']"
1,1.0,0.9800999760627747,"time, man, co, woman, today, bitch, shoe, night, place, love","['think', 'ask', 'mine', 'pilot', 'jet', 'resolution', 'friend', 'one', 'plane', 'teacher', 'love', 'touch', 'guitar', 'lesson', 'one', 'chord', 'name', 'chord', 'name', 'way', 'hand', 'today', 'gossip', 'lady', 'touch', 'guitar', 'hand', 'string', 'gimme', 'pick', 'play', 'guitar', 'touch', 'night', 'iceberg', 'name', 'chord', 'questioning', 'none', 'student', 'instructor', 'hearing', 'side', 'talk', 'ad', 'page']"
2,2.0,0.9753999710083008,"dad, massage, date, pharmacist, game, name, year, contact, science, mugging","['movie', 'client', 'talk', 'someplace', 'rest', 'appointment', 'deal', 'order', 'money', 'firm', 'hand', 'daughter', 'massage', 'afternoon', 'spoon', 'cost', 'dollar', 'week', 'fault', 'massage', 'tonka', 'truck', 'apartment', 'baby', 'date', 'poophack', 'rule', 'date', 'tonight', 'reaction', 'course', 'tell', 'know', 'threesome', 'come', 'name', 'name']"
3,3.0,0.9778000116348267,"pain, name, baby, idea, sympathy, ticket, massage, night, year, hurt","['name', 'come', 'way', 'ran', 'talk', 'daughter', 'person', 'talk', 'coffee', 'house', 'grandma', 'talk', 'head', 'masseuse', 'human', 'pain', 'meeting', 'sit', 'state', 'record', 'fact', 'lipstick', 'question', 'form', 'question', 'daughter', 'question', 'marriage', 'total', 'abandonment', 'child', 'abandonment', 'reason', 'government', 'work', 'man', 'mistake', 'year', 'couch', 'daughter', 'day']"
4,4.0,0.9812999963760376,"time, stuff, party, friend, talk, part, love, birthday, mom, thank","['deal', 'marriage', 'drive', 'trip', 'frenaissance', 'one', 'message', 'minute', 'testing', 'tennis', 'tennis', 'breakfast', 'vacation', 'divorce', 'love', 'divorce', 'work', 'question', 'use', 'question', 'fun', 'road', 'trip', 'road', 'hour', 'half', 'switching', 'rest', 'drive', 'punishment', 'sleeper', 'sing', 'radio', 'voice', 'sing', 'hitchhiker', 'rapist', 'killer', 'sleep', 'rapist', 'car', 'game', 'license', 'plate', 'game', 'sleep', 'night', 'night', 'shh']"
5,5.0,0.9839000105857849,"name, phone, curse, place, call, ross, gold, tooth, man, baby","['thing', 'none', 'purse', 'call', 'morning', 'sound', 'mouse', 'opossum', 'money', 'phone', 'call', 'person', 'cereal', 'gold', 'bikini', 'age', 'moment', 'woman', 'vibrate', 'ross', 'skywalker', 'rescue', 'relax', 'muscle', 'body', 'music', 'eye', 'place', 'place', 'put', 'glass', 'place', 'meadow', 'million', 'star', 'sky', 'question', 'place', 'breeze', 'moonlight', 'tree', 'wagering', 'place', 'waterfall', 'sound', 'brook', 'home', 'start', 'break', 'ross', 'talk', 'thinking', 'privacy', 'couple', 'day', 'movie', 'minute']"
6,6.0,0.9805999994277954,"cup, day, job, line, look, stuff, thank, today, right, hearing","['joe', 'man', 'moon', 'string', 'people', 'yesterday', 'bathroom', 'worry', 'worry', 'lie', 'help', 'work', 'thing', 'lie', 'way', 'example', 'look', 'ground', 'people', 'movie', 'clap', 'movie', 'clap', 'lie', 'lot', 'question', 'parade', 'family', 'emergency', 'ooh', 'raccoon', 'thought', 'mourn', 'plate', 'problem', 'week', 'food', 'sex', 'ross', 'sex', 'food', 'sex', 'dinosaur', 'doll', 'thing', 'story', 'car']"
7,7.0,0.9824000000953674,"jerk, minute, scare, earring, joey, people, play, man, part, fault","['street', 'people', 'news', 'baby', 'going', 'raise', 'expense', 'college', 'college', 'dream', 'college', 'sister', 'baby', 'lot', 'money', 'idea', 'talk', 'work', 'company', 'insider', 'trading', 'information', 'hear', 'hate', 'steak', 'thinking', 'money', 'part', 'plan', 'way', 'money', 'massage', 'place', 'schedule', 'school', 'telling', 'people', 'transportation', 'massage', 'massage', 'table', 'taxi', 'people', 'relax', 'name', 'part', 'relaxi', 'taxi', 'joey', 'breath', 'minute', 'denise']"
8,8.0,0.9817000031471252,"charge, boat, kid, breast, friend, rest, work, massage, kind, client","['promise', 'call', 'call', 'feeling', 'luck', 'career', 'wallet', 'work', 'today', 'massage', 'today', 'time', 'want', 'charge', 'potter', 'people', 'client', 'oath', 'masseuse', 'oath', 'client', 'one', 'boy', 'scout', 'sense', 'work', 'towel', 'portion', 'muscle', 'area', 'area', 'ohh', 'client', 'bit', 'moment', 'touch', 'oath', 'baseball', 'baseball', 'pant', 'sandwich', 'plate', 'pant', 'hair', 'set', 'hour', 'world', 'crush', 'client', 'know']"
9,9.0,0.9817000031471252,"mom, cat, apartment, people, go, word, video, kind, fish, fun","['challenge', 'freak', 'producer', 'company', 'sound', 'video', 'cat', 'cat', 'aquarium', 'cat', 'cat', 'cat', 'cat', 'cat', 'love', 'cat', 'video', 'none', 'video', 'sing', 'mean', 'head', 'video', 'record', 'company', 'piece', 'paper', 'sign', 'clue', 'work', 'people', 'woman', 'voice', 'woman', 'voice', 'video', 'video', 'pay', 'attention', 'voice', 'woman', 'producer', 'people', 'imal', 'pound', 'dog', 'kind', 'song', 'level', 'cat']"
